mensagem;sentimento
gente Ana Maria vestida de unicórnio 🦄 hahaha amei Ana Maria ;positivo
gente chocada com a pergunta indiscreta do Serginho para a Laís!que deselegante by Sandra Annenberg ;negativo
Gente coloca no  kkkkkkjjjjjjjkkkkkkkkk;neutro
Gente como assim esse vermelho não ganha?! ;negativo
Gente como eu amo a Yoki e o Victor ;positivo
GENTE DE ONDE QUE É ESSA CAMISETA MARAVILHOSA DA @MariPalmaBR??? ;positivo
Gente do céu o que é a Cora filha da Carolina Casting? Eu quero ser mãe dessa menina também! 3 ;positivo
Gente e esse especialista em tintas no É DE CASA junto com a Cissa Guimarães??? Que sapão da porra... olha os braços... 😍😍😍😍😍 #ÉdeCasa;positivo
Gente e o sabor como que tá?  Só tão falando da montagem ;negativo
Gente encontrei alguém que fala mais que eu e a mina da pirua juntas, Maiara 😂😂❤️😍 ;positivo
Gente essa @MChefMirian é um nojo msm né? Que mulherzinha uó ... ;negativo
Gente essas irmãs Galvão são fofas d+! ;positivo
gente esse Eduardo passando vergonha ;negativo
Gente esse episódio de hj do  foi mais movimentado que a minha vida social INTEIRA 😱;neutro
Gente esse Leonardo é In, insuportável,com essa cueca no meio da bunda o programa inteiro,não aguento!!!🐽🐽🐽🐽 ;negativo
Gente eu achei que acordei bêbado ainda do role de ontem e a Nivea Stelman tinha engordado. Essa mulher Roberta é a cara dela ;neutro
gente eu queria que fosse a Míriam mas acho que vai ser o Douglas ele foi mal hj ;negativo
Gente eu vi uma notícia falando que a Ana Luiza mentiu e que já trabalhou como cozinheira profissional e q foi eliminada será? ;neutro
Gente isso sim é comida de vdd ;positivo
Gente Maluma são várias pessoas né? Ele fica diferente a cada vez que aparece ;neutro
gente melhor saída, melhor pessoa, @MChefDouglas saiu tombando!!! ;positivo
Gente o @carlo_porto está demaisto gato na verdade sempre foi mas hoje ele está de parabéns  ;positivo
Gente o pessoal eh mt burro,a yoko eh uma das melhores ----- ;positivo
Gente o treinador da @Kefera hahahahah ;neutro
Gente olha o bíceps desse padre ;positivo
Gente olha o casal no  com 9 FILHOSSSSSSS socorro;neutro
Gente peguei meu celular agora tava o vivo no ;neutro
Gente porque não gostam da Miriam, me expliquem plissss . não assisti outras edições. ;neutro
Gente qual é esse vestido lindo que a @SandyLeah está demaisndo??!!  #SandynoEncontro 😍;positivo
Gente quanto tipo de sapatão RSS;neutro
Gente que coisa mais linda o filho do Serginho!!! ;positivo
Gente que graça esse filho do Groisman s2 #papapaparalizou #tchan ;positivo
Gente que homem retardado! Tinha que ser hetero mesmo ;negativo
GENTE QUE NERVOO PorquePorquePorquePorquePorquePorquePPorque ;negativo
gente quem passa calcinha? pfvr né não passo nem camisa  ;negativo
Gente rica não tem o direito de reclamar de porra nenhuma ;negativo
gente se eu falasse um negócio escroto desse com a minha mãe do lado ela me deixaria sem os dente ali mesmo ;negativo
Gente se fosse marido tudo bem! Agora namorado? Deus me livreeee melhor ao vivo e a cores 😉 ;negativo
Gente sinto falta do Falha Nossa... Quero ver os erros de gravação das novelas  #SophiaNoVídeoShowAoVivo  #novomundo;negativo
Gente sinto falta do Falha Nossa... Quero ver os erros de gravação das novelas. ;negativo
GENTE TA FALTANDO A CLASSICA SEGURA O TCHAN AMARRA O TCHAN OU EU PERDI? ;negativo
gente está demais convidado? chamar lua branco chata nossa coragem ;negativo
Gente todo mundo desesperado e a @PaolaCarosella cozinhando a calma em pessoa ai que ódio ;negativo
Gente vi minha amiga nesse caso de zorra 😂😂😂 ;neutro
gente! quem saiu? quem saiu? dormi nos últimos minutos ;neutro
gente,  hoje está demaisas emoções né;positivo
Gente, a Bruna fazendo o quadradinho... 🌚🌚🌚🌚🌚;positivo
Gente, a Déborah winner desse Leonardo vai ser barrado no F5. Tenho fé.;neutro
Gente, a mulher planejou 8 filhos e a nona veio por acidente kkkkkkkkkkkkkk socorro essa gosta ;neutro
Gente, amo inhoque e a Tais Araújo dispensando? Manda pra mim #Ana Maria ! 😂😂😂😂 ;positivo
Gente, Ana Maria Braga queimando a mão e passando roupa... Já vejo gifs e memes o resto da semana 😂 ;positivo
Gente, avisa o Bial que não precisa falar gritando! G-zuis! está demaisto forçado! ;negativo
Gente, como assim Ana Luiza foi eliminada do  ? 😱😱  Bem q vcs podiam trazer de volta o meu crush Vitor B.;negativo
Gente, como eu tenho uma ansia com esse Leo. ele não me desce .-. PorqueP ;negativo
Gente, deixa a Fátima Bernardes pra sempre no ;positivo
GENTE, DORMI ONTEM, QUEM SAIU?????? ;negativo
Gente, Douglas arrasou muito 💙 ;positivo
Gente, esse Carlo, que interpreta o Gustavo, é uma bela paisagem em?! 🙄😂 Homem lindo. 😍 ;positivo
Gente, esse povo do  falam demaaaaaais. Liguei a TV p Sandy cantar gente. Bora, agiliza isso aí. #SandyNoEncontro;negativo
gente, eu sou tão burra que achei a vida inteira que bacuri era um peixe, rs, viu  também é aprendizado;negativo
Gente, eu tenho uma agonia de parto humanizado kkkkk my god!  ;negativo
Gente, já pensou acontece uma briga real entre os convidados!? ;neutro
Gente, Ana Maria está demaisendo um meme por dia... agora se queimando ao passar roupa... aí! Hahaha... ;positivo
Gente, no final das contas, é só abóbora. Tudo é discussão hoje em dia.   #sinaldostempos;negativo
Gente, o @JoaoVicente27 é a definição de HOMÃO DA PORRA pra mim. Deusabençoe!  #PapodeSegunda;positivo
Gente, o filho do Serginho dançando É o Tchan!!!!!! ;neutro
Gente, pode me contratar: já tenho vários pseudônimos em mente, ainda mais com essa polarização política contemporânea.  😂😋;positivo
gente, por um mundo onde o  comece mais cedo;negativo
Gente, Porque vcs não gostam da Sophia Abrahão? Ela é tão linda, tão meiga, tão apaixonante, tão amorzinha. ;positivo
Gente, que cena linda essa do Eugenio com a Yvana. Não tinha visto! ;positivo
Gente, quero esse mapa astral da Sandy!Comofaz?;neutro
Gente, ridículo essas expressões misturadas de tudo que é lugar, com sotaque nordestino nessa novela da globo ;negativo
gente, só fazer um arroz de whey temperado com creatina e de sobremesa um pote de pasta de amendoim da PowerOne q está demaiscerto ;neutro
Gente, ser RECALCADO virou requisito pra subir no mezanino agora? O jogo mudou? ;negativo
Gente. Pelo amor de Deus. Não eliminem o Vitor. Por favor. ACIDENTES ACONTECEMMMMMM ;neutro
Gente. Que look é esse da Tiê??? ;neutro
Gente.. esse cabelo da Ana Maria está demaisto Vivo #medo ;negativo
"Gente...o que fizeram na #AAna MariaBraga do , a mulher está um espanto OU é lançamento da ""Barbie da terceira idade""";negativo
Genteee a Ana Furtado é zero carisma ;negativo
Genteeee thomaz e muito lindoooo, ele  dançando da vontade de entar na tv e apertar ;positivo
Genteeee, tô apaixonada por esse bebê!!! Que coisa mais linda o filhinho do Serginho!! ;positivo
Genteeeee 😭😭😭😭😭 chorando mt aq  #adoteumpequenotorcedor;negativo
Genteeeee, quero mais ;positivo
Genty esse #Maluma é TDB ;positivo
Germana é a melhor coisa de 2017 na TV. Tem que ganhar algum prêmio a Viviane Pasmanter ;positivo
Germana e Licurgo no 😂❤️;positivo
Germana e Licurgo, casal do ano que vc respeita  ;positivo
Gilda fez o barraco e ainda saiu com classe ;neutro
Glória sempre arrasa! ;positivo
Globo contrate a Cora 😘 ;negativo
Globo ensinando como usar o dichavador no #ÉDeCasa. Achei didático.;positivo
Globo Recife (13/05)#CaldeirãoDoHuck 16.7#Futebol 23.2#NovoMundo 32.7#RockStory 33.1#AForçaDoQuerer 35.0#Zorra 27.0 14.3;neutro
Globo Recife (17/05) 19.6#NETV2 33.4#JN 32.7#Futebol 38.2#JornalDaGlobo 22.3#ProfissãoReporter 15.4;neutro
Globo SP (13/05)#SaiDeBaixo 11.1#Caldeirão 13.2#NovoMundo 20.1#RockStory 23.7#AForçaDoQuerer 27.3#Zorra 21.0 14.4;neutro
Globo SP (13/05)#SaiDeBaixo 11.1#Caldeirão 13.2#NovoMundo 20.1#RockStory 23.7#AForçaDoQuerer 27.3#Zorra 21.0 14.4;neutro
Gloria e Ana são muito Lindaaaaas ❤️😍;positivo
Gnt e esse filho do serginho 😍❤️😍❤️ q deliciaaaa ;positivo
GNT EU NAU ACREDITO MEU DEUS DO CÉU VEI ;neutro
Gnt não sabia que a Sheron tava grávida 😍 que amor .;positivo
Gordinho é sempre o mais animado ne ;neutro
Gordo, magro, alto, baixo... O importante é ser feliz, e Mariana Xavier é FELIZ, e passa isso pra gente! ;positivo
Gostei @sophiaabrahao ... Sabe super bem substituir!   📺;positivo
Gostei da Ana Maria de pijama e pantufas de unicórnio kkkkk 😂🦄 ;positivo
Gostei dessa ideia de risoto de sardinha hein? ;positivo
Gostei do look da Mariá. está demais demais!! ;positivo
Gostei dos 2 looks... usaria ambos! 💖 ;positivo
Gostei mais do look da Mariah, mas acho q ficaria melhor sem o casaco  ;negativo
Gostei muito do seu visual otima dica pra quem não sabe o que vai vestir bjos ;positivo
Gosto da sexta a noite e do do sábado ;positivo
Gosto das palavras dessa mulher ai. É psicologa? ;positivo
Gosto de Nando Reis... dentro do estúdio. ;negativo
Gosto de pessoas assim que nem o Vitor, vão até o fim, tentam até o timo minuto!!  ;positivo
gosto de quem sai assim @MChefVitorB  , triste pelo resultado e não pela consequência. tem repescagem? ;negativo
Gosto do   porque não corta os palavrões, já o Porchat corta!;neutro
Gosto do padre, mas cantar trem bala é demais ;negativo
Gosto muito do Bial, mas sinto falta do Gordo com seus papos cabeça porém descontraídos e risíveis. ;neutro
Gosto muito do Ramon.Ele é engraçado.E quando se junta com a Néia então.Parabéns,Gabriel.....;positivo
Gosto muitooo da grande família,a bagunça parece muito com a minha.;positivo
Gosto tanto a Michele,  mas ultimamente ela só tem ficado com os marromeno ;negativo
Gosto tanto do Douglas, tomara que ele volte se tiver repescagem ;positivo
Graça a Deus que eu vir o Brasil na copa 🌟🌟🌟🌟🌟 com a Fátima Bernardes . Como não lembra  ;positivo
Graças a Deus ;positivo
Graças a Deus que não foi o Vitor B  ;positivo
Graças a Deus Yuco não ficou entre os destaques negativos 3 ;positivo
graças ao Globo Play pude ver a linda Sophia Abrahão no  , me alegro com ela, mas a reportagem do funkeiro foi chata;positivo
GRAÇAS A DEUS amanhã a @sophiaabrahao vai estar no  🙏💖  #soseiamar;positivo
gracinha o filhinho do serginho coisa fofa 3 ;positivo
grande merda, hj q o vermelho perde ;negativo
Grande perda para as artes brasileiras, Nelson Xavier! Descanse em paz! ;negativo
Gripou e nao dá pra sair? Pra que sair se tem #ehotchan hoje no ?;neutro
grito q esqueceram a letra da música kkkkkkkkkkkkk ;neutro
Grupo azul tu não me mata do coração ;negativo
guardo todos os meus sentimentos e neurosesquando me dou conta, explodo por bobeira e em pessoas q não tem nada a vermto eu esse ;neutro
Gui e Julia merecem uma pausa dessa perseguição da Diana! Cara, vai ser feliz e deixa eles em paz! #RockStory ;negativo
Gui santiago cantando  sonha comigo  foi lindo  paralisei na frente da tv , terminem o programa com ele . ;positivo
Guilherme Arantes é o maior! ;positivo
Guilherme Arantes é tão foda.. 👏👏E eu cheguei no final do programa 😢;negativo
Guilherme Arantes no  , amo as músicas 😍;positivo
Guilherme Arantes. Aquele tipo que se empolga no Karaokê! 😂 ;positivo
Guy na direção e Jude Law atuande dnv !! Duplinha dinâmica !! ;neutro
H O J E É D I A D E M A S T E R C H E F B E B Ê ;positivo
Há anos eu falo que eu queria muito ser amiga da Débora Lamm ❤️ e queria mesmo ;positivo
haaa acertei ;positivo
HAAHHAAH Yuko me representa! Odeio sardinha, cheia de espinha! ;positivo
"HAHA @otacosta sentiu a falta dos #twitters hoje! "" - Vocês devem estar bem ocupados!!"" 📺👀😂 Eu também tô com vocês viu!!! ";negativo
"Hahaha que fofo a Sandy dizendo que o filho dela imita o Andreas Kisser e ""é rockeiro"" rs ";positivo
HAHAHAHA Bela @BelaGil ralando o tchan no clipe que da hora!!!!!! ;positivo
Hahahaha... Maravilhoso @TiagoLeifert dançando no ;positivo
HAHAHAHAHA A cada Mestre Mandou eles se superam mais. ;positivo
Hahahahahaha morrendo com as histórias do Jairzinho com a Tânia Kalil ;positivo
"Hahahahahahahahahahaha já quero um GIF desse ""sustinho"" Danilo @LeoLins  ";positivo
HAHAHAHAHAHAHHAHAHHHHAHAHAHHAHAHAHABAHAHAHA um termo q o noivo lavaria louça pro resto da vida!! ;positivo
HAHAHAHAHAHHA GENTEEEEEEE QUE CLIMÃO ;positivo
HAHAHAHHAHA a velhinha falando que tinha uma coisa na mesa que dava muito peido ;neutro
Hambúrguer doce 🍔🍰  😶😍;positivo
Hambúrguer doce?! Gente para! ;negativo
Hebe cantando, que voz linda ela tinha ;positivo
Hebe dona da tv brasileira ;neutro
Hey @otacosta?! Gostei da blusa! Aonde posso comprar uma??? Hehehe... Abraços!!! ;positivo
HHAAHAHAAHAAAAAA se eu tivesse nessa plateia ia fazer um AUÊ ;positivo
Hierarquia não é poder, é serviço. #HierarquiaNãoÉPoderÉServiço @fabiodemel @BialCitou  O topo hierárquico responde aos atos;neutro
Hije tem  ai que tuuuuuudo;positivo
HISTÓRIA LINDA  ;positivo
Hj a @PaolaCarosella vai dar um nocaute, surra de beleza haha e as figurinistas, de parabéns, cada semana um tiro *-* ;positivo
Hj a Miriam sai 🙏🏼;negativo
Hj a torcida é p #TimeAzul no  Porque os favs tão lá e a insuportável está no vermelho (nem tô torcendo p ela ir p eliminação 😏);negativo
Hj é dia ;neutro
Hj é dia de ;neutro
Hj é dia de dá risada É o tchan no ;positivo
Hj é dia de quê? Em? Em? ;neutro
Hj é dia do Zootecnista, parabenizem o @alerossioficial ;positivo
Hj é meu aniversário!! Mandem parabéns ao vivo? HaHa@otacosta e @Lopesjoca 😘😘😘😘;neutro
hj é terça!  força @MChefVictorV @MChefFabrizio @MChefFernando @MChefNayane bora garantir mais uma semana de permanência.  ;neutro
Hj dá gosto em assistir o  Porque não está demaistaviano mostrando os 97 dentes daquela boca e querendo se exibir a todo momento.;negativo
Hj matarei aula e poderei ver ;neutro
Hj o  está demaisso;negativo
hj ta geral na famosa MERDA ;negativo
hj tem   e meu coração está demaisrtado Porque tô pressentindo que alguém que eu amo vai sair aaaaa;negativo
Hj tem  amém 🙏;positivo
Hj tem  com direito a pastel caseiro da mamãe!;neutro
Hj tem Dr Drauzio Varela no  😀🤗;positivo
Hj tem Padre Fábio de Melo no  😀;positivo
Hj tem q @fogaca_henrique  na prévia e surra de beleza hj ;positivo
Hj tem Vivianne Pasmanter e Guilherme Piva no  🤗;neutro
Hj vai ter @SandyLeah  no @EncontroFatima e eu não vou perder ;positivo
hoje  está demaisto bommm 😍;positivo
Hoje  está demaisterror! Falou do terror real (o desarmamento da população de bem diante de bandidos armados) e do ficcional (filme)..;neutro
hoje a Ana Maria  fez o que todo brasileiro gostaria de fazer num dia frio: ir pro trabalho de pijama 3 #arrasou ;positivo
Hoje a Fátima Bernades tem um ENCONTRO mascado no ;negativo
Hoje a Miriam sai? Sim ou com certeza? ;neutro
hoje é dia ❤ ;positivo
Hoje é dia de ;neutro
Hoje é dia de ;neutro
Hoje é dia de  (como se eu não tivesse 2487574396 relatórios pra fazer);neutro
Hoje é dia de  = ja ter jantando mas na hora do programa você comer até ficar triste;negativo
Hoje é dia de  e a minha janta é pão com ovo.;negativo
Hoje é dia de maldade!!! Tem  #TeamFabrizio;neutro
hoje é dia de mta emocao...   Danilo @TheNoite;neutro
Hoje é dia de Ogrisse do Bem! @fogaca_henrique na #APrevia! Na sequença do Louvor!  perda não bobo! 🍀🍀🤘;neutro
Hoje é dia de que?  e eu com   acesso a Twitter tudo de bom que há. 💖💞💞;positivo
Hoje é dia de ver o  de ontem;neutro
Hoje é dia de?!?!  @MChefYuko @MChefAnaLuiza @MChefDeborah vamo que vamo meninas;positivo
Hoje é o dia que eu durmo bemmm tarde, graças ao Master Chef  #foraMiriam #ForaLéo;positivo
Hoje é o maravilhoso do Fábio de Melo no !!! ❤️;positivo
Hoje é segunda e eu já me debulhando em lágrimas na frente da TV! A semana promete! Não vai ser fácil  Mas vamos em frente!;neutro
Hoje é tem @masterchefbr  e eu não comprei nem miojo pra comer assistindo ;neutro
hoje deu pro vitor b, espero que não mas infelizmente acho q sim ;negativo
Hoje eh dia do ;neutro
Hoje está um dia propício para se ver o @masterchefbr, to medicada para ansiedade entao nao vou ter fome ;positivo
Hoje eu nem comentei sobre ;neutro
Hoje eu só tô a Ana Maria Braga de pijama de unicórnio ;positivo
Hoje eu tô só a Ana Maria: sem intimidade nenhuma com o ferro de passar...hahaha Ana Maria é gente como a gente ;positivo
Hoje foi punk, 2 provas com ingredientes raros ! #teamFabrizio  #aBahiaFica #masterchef;positivo
Hoje mais cedo eu tava pensando que a Yuko ia sair, espero que isso não aconteça. Apesar de eu gostar do Victor B. ;negativo
Hoje não me convenceu nem me alegrou ;negativo
Hoje não tem sobremesa? Que triste... ;negativo
Hoje no : Eduardo, o machista que acha que é obrigação da mulher lavar a louça.;negativo
Hoje no seu café da manhã, faça abobrinha ou quem sabe chuchu kkk #bomdia #taisaraujo #aAna Mariabraga ;neutro
Hoje o  está demaisdo e muito emocionante... #sábadoemcasa;positivo
Hoje o  foi #Fantastico ...;positivo
Hoje o  está demaisamor;positivo
Hoje o  está demaisando sobre unicórnios e eu aqui loko pra pintar meu cabelo de azul logo!;positivo
Hoje o  prestou uma homenagem para a atriz Isabel Ribeiro no Memória Nacional;neutro
Hoje o Masterchef está demaisando a vida!! Preciso trabalhar amanhã, queridos ;negativo
Hoje o negócio é na porrada!! ;negativo
Hoje o programa foi muito emocionante seloko!Pra ser perfeito só falta a Mirian sair ;positivo
Hoje o programa está demaiscionante ;positivo
Hoje o tema do  está bem legal;positivo
"Hoje o Victor e o Léo serão capitães no  e já estou prevendo aqui as piadas de ""mas é MasterChef ou The Voice Kids?""Flws.";neutro
Hoje o Vitor é o candidato dá vez a sair do master Chef!Pelo menos ele não vai correr o risco de perder um dedo cozinhando!;negativo
HOJE O VITOR B ME FEZ CHORAR, ME FEZ GRITAR, FEZ SORRIR, FEZ SENTIR ORGULHO AAAAAAA EU NÃO TO BEM ;negativo
Hoje programa está demais... ;positivo
Hoje pude assistir o , cara, a Taís Araújo é diva, morri de rir com ela 😂😂😂;positivo
Hoje quem sai do MasterChefBR ?? ;neutro
Hoje só tem comida verde, meu pai ;negativo
Hoje sai zica do avental azul.;neutro
Hoje Sandy, amanhã Nando Reis, esse  essa semana ta bom!;positivo
Hoje seus filhos adolescentes fazem essa recomendação;positivo
Hoje está demaisso, bixo ;negativo
HOJE TEEM ;neutro
Hoje tem ;neutro
Hoje tem ;neutro
Hoje tem ;positivo
HOJE TEM ;neutro
Hoje tem ;neutro
HOJE TEM ;neutro
Hoje tem ;neutro
Hoje tem   😱😱😱😱;neutro
Hoje tem   😍😍;positivo
Hoje tem   🍲🥘😋;neutro
Hoje tem  !!!;neutro
Hoje tem  \o/ já preparei os lanchinhos :v;positivo
Hoje tem  3;positivo
Hoje tem  ❤️;positivo
Hoje tem  😏;neutro
Hoje tem  👏🏻🍽;neutro
Hoje tem  💖;positivo
Hoje tem  🙏🏼;positivo
Hoje tem  🙌🏼;neutro
Hoje tem  e a torcida pra Mirian sair já está demaisnde;neutro
Hoje tem  e toda torcida pro Valter Herzmann... Quem mais vem comigo? #florianopolisnomasterchef #teamvalter #manézinhodailha;positivo
Hoje tem  eu tô viciado nisso kkkkkkk;positivo
Hoje tem  ne mores;positivo
Hoje tem , #NBA e #LibertadoresFOXSports, como decidir o que ver?;neutro
hoje tem #PowerCoupleBrasil e  😚;neutro
Hoje tem @SandyLeah no  ❤❤;positivo
Hoje tem Bene Barbosa do MVB no  !!!! Imperdível!!!;positivo
Hoje tem Benedito Gomes Barbosa Jr. no !;neutro
"Hoje tem doce de abóbora no ""Mais Você"", avisem @taisdeverdade  Ana Maria";neutro
Hoje tem frango com baba do Victor na equipe azul! ;negativo
hoje tem mais um episódio de ;neutro
Hoje tem pancadaria, ADOOORO! ;positivo
Hoje tem TRETA, mores. ;neutro
Hoje Tem... aí tem que passar no mercado para não morrer de fome na madruga !  ;neutro
Hoje todas choram? Agora é a vez da Douglas? Que dó. ;negativo
Hoje vai pegar fogo esse ;negativo
Hoje vou ver o  pois ontem estava grudada no #powercoupleBrasil TRISTE Porque já soube da eliminação do @MChefDouglas;negativo
Hojeeee esta ta Lindo... Chorando ;positivo
Homem branco tentando silenciar mina preta ;negativo
homem que é homem não lava a louça Já começou com a viadagem, homem que é homem ajuda a esposa com as tarefas domésticas SIM ;positivo
Homem que é homem não lava a louça. HOMEM QUE É HOMEM COME COM A MÃO ARGHHH UGA UGA ;negativo
homem que é homem não lava louça , nem homem tu é caraa, faltou crescer mentalmente ;negativo
"Homem que é homem não lava louça, reformulando: ""homem que é preguiçoso e folgado não lava louça"" ";negativo
homem que é homem não tem que lavar louça NOS POUPE ;negativo
Homem? Isso é um monstro! ;negativo
Homenagem lindíssima a Isabel Ribeiro! 😍❤ Parabéns @FalabellaReal  e toda a equipe do ;positivo
Hora da diversão ;positivo
Hora de #ÉDeCasa! Feliz dia das maes.;neutro
Hora de assistir o MasterChef de ontem ;neutro
Hora de mudar o canal. Marco Luque chegou com seus personagens totalmente sem graça!! ;negativo
Hora de virar sardinha no metrô em homenagem à prova do  de ontem;negativo
Horas que hoje eu quero ver no que vai dar hahaha ;neutro
Huahahhahaha parece que o prato está demaiso horrível de gosto ;negativo
Ia adorar ver o Tarcísio Meira como Boris e a linda da Flávia Alessandra como Lívia novamente!! ;positivo
Ia dormir, mas até desisti qnd vi o Padre Fábio de Melo no ;positivo
Ia fazer macarrão com sardinha e ponto ;neutro
ih vai começar os draminha ;negativo
Ih vai ter uma entrevista com os atores de ALIEN COVENANT no Danilo  !!!;neutro
Imagens lindas e fotos belíssimas do casamento de @PatiAbravanel ;positivo
Imagina esse aniversário kkkkJô, Chitão, Roberto, Faustão, Ana Maria, Hebe...Que coisa de pobre;neutro
Imagina que gracinha vai ser a filhinha do Santoro ☺️ ;positivo
Imagino o quão contrariada Alice estava ao se casar com Vitor! #OsDiasEramAssim ;negativo
Importante alertar sobre esses golpes da internet.  👏👏👏👏@EncontroFatima ;positivo
Impossível não amar a @fbbreal ❤ ;positivo
Impossível ouvir É o Tchan e ficar parado. ;positivo
Impressão minha ou a Ana Maria falou dibrar ?? Kkkkkkk ;neutro
Impressão minha ou Andre Marques engordou já ?! ;neutro
Impressionada com a transformação da Viviane Pasmanter na novela! Só descobri q era ela quando minha irmã me falou. ;positivo
Impressionante como  só melhora a cada temporada.O episódio de ontem foi o melhor de todos!;positivo
Impressionante como o @carlo_porto está demaiss lindo ainda aí no ;positivo
Impressionante como o Leonardo é chato e a Miriam pior ainda ;negativo
IMPROPÉRIO:Atitude ou palavra utilizada para ofender..  Ana Maria;neutro
inclusive vou almoçar assistindo meu mozão ;positivo
Inconformado que o @MChefDouglas saiu :/ ;negativo
Incrível como os livros do Augusto me ajudaram em alguns momentos da minha vida. Vê-lo agora remete a gratidão! ;positivo
indo dormir pensando no sorvete de cachaça de jambú que o Fernando fez, esse sorvete tem que entrar no menu da Cairu!! ;neutro
Inesquecível o personagem do Carlos Zara na segunda versão de #MulheresDeAreia, em que era pai da Andréa Beltrão! ;positivo
Infelizmente acabou o ;negativo
Infelizmente o cabelo natural não salva ninguém  ;negativo
Ingrid falando do Chay no  amando muito o programa hoje#SophiaNoVideoShowAoVivo;positivo
Ingrid Guimarães está demaisavilhosa em #NovoMundo !!! Elvira é má, as vezes é boa e engraçada ao mesmo tempo !!! ;positivo
Ingronga é uma pessoa chata. ;neutro
Inteligente, charmoso, talentoso, e ainda cuida da reforma íntima... Ai ai Rodrigo Santoro... 😍 ;positivo
Interessante analisar a perspectiva de quem é amante na relação. Da uma boa pesquisa antropológica.  ;positivo
Interessante esse prato hein ;neutro
Irmã Cecília já entrou 😍😍😍 #CarinhaDeAnjo ;positivo
Irmães Galvão me fizeram gargalhar.... #berroooooKkkkķkkkkkk;positivo
"Irmãs Galvão ""Tem uma coisa aqui que vai dar muito PEIDO."" Kkkkkkkkkkk  Fatima Bernardes";positivo
Irmãs Galvão #muitoamorenvolvido kkkkkk ;positivo
Irmãs Galvão (As Galvão) no . Sempre ótimas.;positivo
Irmãs Galvão no  , simplesmente sensacional;positivo
Irmãs Galvão que amorzinho! Minha avó gostava tanto....bateu aquela saudade agora....;positivo
Irmãs Galvão rainhas demais ;positivo
irmãs Galvão são as melhores. Adorei a animação delas  ;positivo
Irmãs Galvão, Porque vcs não são minhas avós! Kkkk.;positivo
Isso é a Fátima Bernardes @fbbreal ;neutro
Isso aí Vitor mostra pra que veio ;positivo
Isso aki chama como?Eu iria responder sardinha  kkkkkk nem entendi a pergunta ;neutro
Isso foi prova de superação!! ;neutro
ISSO SE CHAMA INVEJA. ;neutro
Isto sim é entrevistar alguém, perguntar e saber ouvir a resposta do entrevistado! ;positivo
Ivana , melhor personagem.! ;positivo
IVETE DNV ;positivo
IXI, MARIA, AGORA QUE F****Paola Carosella resumindo minha vida em uma única frase! ;positivo
J: A Tailândia é muito longe daqui.Y: A Itália também.#vra #afrontosa @MChefYuko 😂😂 ;neutro
Ja começou o  e hoje está demaissacional;positivo
Ja era apaixonadinha no maluma na epoca  do dvd do Lucas ;positivo
ja passou 5min de prova ainda não teve briga nem indireta não gostei;negativo
Ja que nao eh o leo que sai hoje espero que seja a mirian ;negativo
Ja tinha macumbeira na epoca do D Pedro  trago seu gajo em 7 dias;neutro
Ja to com fome ;negativo
Já acabou ?? Dava pra fazer um programa inteiro com elas poxa !!! 😏😪😂💙 ;positivo
Já coloquei meu avental ;neutro
Já com fome pra assistir o ;negativo
Já começou o ;neutro
Já começou o ?;neutro
Já contei una 83392991 cortes de cabelo diferente da Fátima 😂 ;neutro
Já deveria estar dormindo, mas estou assistindo ;neutro
Já entrando no clima pro  ! Hoje tem!;positivo
Já estão comendo igual pedreiro pra não ter fome na hora de  gente?;neutro
Já estão sensacionalizando a história da mãe que o filho foi junto no carro roubado! Já vimos isso 500 vezes nos jornais do Rio ;negativo
Já estava indo dormir quando o   começou com @EoTchanOficial haha não aguentei e já fui logo segurar o tchamm. Tutututupaaaaaa 😂😂;positivo
Já estou ansiosa para que comece  para ver minha linda  @SandyLeah Vai ser show 👏🏼👏🏼👏🏼👏🏼👏🏼😍😘;positivo
Já estou aqui com minha cauda de sereia pra ver ;neutro
já estou preparada pra assistir ;neutro
Já estou sofrendo ao lembrar que a season premiere de #HouseOfCards será no mesmo dia de episódio de . 😭;negativo
já foi paola p prévia, agora fogaça, só falta os dois juntos! ;negativo
Já fui na padoca, fiz café da manhã pra Mainha e agora tenho q pensar no almoço. Vai ter que baixar um ;neutro
Já já às 22h30 tem #MMACorinthians no  NÃO PERCAM!;positivo
Já Já começa o  e o sinal do SBT Central em Araraquara ta caindo toda hora 😓 Alô @SBTonline;negativo
já já começa o reality do pop @masterchefbr boa sorte mores @MChefLeonardo @MChefDeborah @MChefVictorV ;neutro
Já levei um spoiler aqui na timeline ;neutro
Já nasceu o novo dedo do Vitor? ;neutro
Já no aguardo do ;neutro
Já no aquecimento ;positivo
Já passei pela mesma situação que a Tânia, mas procurando sutiã ninguém mais confecciona numeração para ""não silicinadas"" ";neutro
Já pensou @MChefVitorB faz agt passar por aquele sufoco semana lassada pra ser eliminado hoje??? Deusmelivre!!!!!! ;negativo
Já pensou ter uma edição do  com ex participantes tipo o #AllStars do #DragRace aaaaaaaa;positivo
Já pensou? Serginho pedir perguntas e ninguém ter nenhuma? Ninguém levantar a mão?! ;negativo
Já perdemos o #BBB17 esse ano perder o  tbm no mesmo ano seria crueldade.... será 2017 o ano do fim dos realitys?;negativo
Já podemos chorar o crush, vulgo, Vitor B foi eliminado 😳😭😔;negativo
